,Attribute,Indicator,ProgIndicator,Score,Department Code,Course Number,Course Name,Instructor's Last Name,Instructor's First Name,Term,Year,Cohort,Type
564410540,Economics and Project Management,Select the most economical investment decision among several alternatives,,0.38,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
126539887,Economics and Project Management,Select the most economical investment decision among several alternatives,,0.35,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
563937624,Economics and Project Management,Select the most economical investment decision among several alternatives,,0.23,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
684291511,Economics and Project Management,Select the most economical investment decision among several alternatives,,0.39,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
598829620,Life Long Learning,Evaluate the effectiveness of knowledge application from lessons learned in the design process,,0.4,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
684014860,Life Long Learning,Evaluate the effectiveness of knowledge application from lessons learned in the design process,,0.56,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
843228181,Life Long Learning,Evaluate the effectiveness of knowledge application from lessons learned in the design process,,0.42,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
820549378,Life Long Learning,Evaluate the effectiveness of knowledge application from lessons learned in the design process,,0.26,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
533572169,Life Long Learning,Evaluate the effectiveness of knowledge application from lessons learned in the design process,,0.04,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
975325712,Life Long Learning,Evaluate the effectiveness of knowledge application from lessons learned in the design process,,0.36,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
310082419,Life Long Learning,Evaluate the effectiveness of knowledge application from lessons learned in the design process,,0.22,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
242132470,Life Long Learning,Evaluate the effectiveness of knowledge application from lessons learned in the design process,,0.56,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
208248363,Life Long Learning,Evaluate the effectiveness of knowledge application from lessons learned in the design process,,0.4,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
277055951,Life Long Learning,Evaluate the effectiveness of knowledge application from lessons learned in the design process,,0,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
902907559,Life Long Learning,Evaluate the effectiveness of knowledge application from lessons learned in the design process,,0.12,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
528297980,Life Long Learning,Evaluate the effectiveness of knowledge application from lessons learned in the design process,,0.62,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
444882790,Life Long Learning,Evaluate the effectiveness of knowledge application from lessons learned in the design process,,0.14,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
112085131,Life Long Learning,Evaluate the effectiveness of knowledge application from lessons learned in the design process,,0.18,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
588642518,Life Long Learning,Evaluate the effectiveness of knowledge application from lessons learned in the design process,,0.68,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
414520736,Life Long Learning,Evaluate the effectiveness of knowledge application from lessons learned in the design process,,0.14,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
356558346,Life Long Learning,Evaluate the effectiveness of knowledge application from lessons learned in the design process,,0.04,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
970698993,Life Long Learning,Evaluate the effectiveness of knowledge application from lessons learned in the design process,,0.08,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
633537205,Life Long Learning,Evaluate the effectiveness of knowledge application from lessons learned in the design process,,0.1,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
534292868,Life Long Learning,Evaluate the effectiveness of knowledge application from lessons learned in the design process,,0.08,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
816787809,Life Long Learning,Evaluate the effectiveness of knowledge application from lessons learned in the design process,,0.64,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
220052551,Life Long Learning,Evaluate the effectiveness of knowledge application from lessons learned in the design process,,0.14,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
858571733,Life Long Learning,Evaluate the effectiveness of knowledge application from lessons learned in the design process,,0.16,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
363436152,Life Long Learning,Evaluate the effectiveness of knowledge application from lessons learned in the design process,,0.46,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
393495083,Life Long Learning,Evaluate the effectiveness of knowledge application from lessons learned in the design process,,0.18,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
769635714,Life Long Learning,Evaluate the effectiveness of knowledge application from lessons learned in the design process,,0.64,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
373048949,Life Long Learning,Evaluate the effectiveness of knowledge application from lessons learned in the design process,,0.3,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
357061292,Life Long Learning,Evaluate the effectiveness of knowledge application from lessons learned in the design process,,0.5,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
837310284,Life Long Learning,Evaluate the effectiveness of knowledge application from lessons learned in the design process,,0.36,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
815854164,Life Long Learning,Evaluate the effectiveness of knowledge application from lessons learned in the design process,,0.62,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
315378369,Life Long Learning,Evaluate the effectiveness of knowledge application from lessons learned in the design process,,0.36,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
564410540,Life Long Learning,Evaluate the effectiveness of knowledge application from lessons learned in the design process,,0.72,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
126539887,Life Long Learning,Evaluate the effectiveness of knowledge application from lessons learned in the design process,,0.62,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
563937624,Life Long Learning,Evaluate the effectiveness of knowledge application from lessons learned in the design process,,0.2,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
684291511,Life Long Learning,Evaluate the effectiveness of knowledge application from lessons learned in the design process,,0.52,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
598829620,Life Long Learning,Accurately identify gaps in their knowledge and understanding,,0.4,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
684014860,Life Long Learning,Accurately identify gaps in their knowledge and understanding,,0.62,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
843228181,Life Long Learning,Accurately identify gaps in their knowledge and understanding,,0.58,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
820549378,Life Long Learning,Accurately identify gaps in their knowledge and understanding,,0.52,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
533572169,Life Long Learning,Accurately identify gaps in their knowledge and understanding,,0.19,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
975325712,Life Long Learning,Accurately identify gaps in their knowledge and understanding,,0.29,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
310082419,Life Long Learning,Accurately identify gaps in their knowledge and understanding,,0.37,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
242132470,Life Long Learning,Accurately identify gaps in their knowledge and understanding,,0.34,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
208248363,Life Long Learning,Accurately identify gaps in their knowledge and understanding,,0.52,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
277055951,Life Long Learning,Accurately identify gaps in their knowledge and understanding,,0.25,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
902907559,Life Long Learning,Accurately identify gaps in their knowledge and understanding,,0.34,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
528297980,Life Long Learning,Accurately identify gaps in their knowledge and understanding,,0.55,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
444882790,Life Long Learning,Accurately identify gaps in their knowledge and understanding,,0.42,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
112085131,Life Long Learning,Accurately identify gaps in their knowledge and understanding,,0.26,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
588642518,Life Long Learning,Accurately identify gaps in their knowledge and understanding,,0.38,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
414520736,Life Long Learning,Accurately identify gaps in their knowledge and understanding,,0.23,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
356558346,Life Long Learning,Accurately identify gaps in their knowledge and understanding,,0.23,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
970698993,Life Long Learning,Accurately identify gaps in their knowledge and understanding,,0.23,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
633537205,Life Long Learning,Accurately identify gaps in their knowledge and understanding,,0.13,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
534292868,Life Long Learning,Accurately identify gaps in their knowledge and understanding,,0.15,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
816787809,Life Long Learning,Accurately identify gaps in their knowledge and understanding,,0.63,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
220052551,Life Long Learning,Accurately identify gaps in their knowledge and understanding,,0.26,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
858571733,Life Long Learning,Accurately identify gaps in their knowledge and understanding,,0.14,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
363436152,Life Long Learning,Accurately identify gaps in their knowledge and understanding,,0.45,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
393495083,Life Long Learning,Accurately identify gaps in their knowledge and understanding,,0.15,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
769635714,Life Long Learning,Accurately identify gaps in their knowledge and understanding,,0.43,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
373048949,Life Long Learning,Accurately identify gaps in their knowledge and understanding,,0.44,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
357061292,Life Long Learning,Accurately identify gaps in their knowledge and understanding,,0.54,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
837310284,Life Long Learning,Accurately identify gaps in their knowledge and understanding,,0.34,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
815854164,Life Long Learning,Accurately identify gaps in their knowledge and understanding,,0.36,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
315378369,Life Long Learning,Accurately identify gaps in their knowledge and understanding,,0.29,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
564410540,Life Long Learning,Accurately identify gaps in their knowledge and understanding,,0.68,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
126539887,Life Long Learning,Accurately identify gaps in their knowledge and understanding,,0.62,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
563937624,Life Long Learning,Accurately identify gaps in their knowledge and understanding,,0.48,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
